id,fecha,usuario,user_id,categoria,subcategoria,problema,estado
TKT-20250903-160309,2025-09-03 16:03:09,Kevin😎,1510724514,Problemas de Software,Otro problema de software,el programa ecuapass me lanza un error y no se abre,Abierto,MediaTKT-20250904-135359,2025-09-04 13:53:59,Kevin😎,1510724514,Problemas de Hardware,El equipo no enciende,la pc no enciende,Abierto,Media
TKT-20250904-135424,2025-09-04 13:54:24,Kevin😎,1510724514,Problemas de Hardware,El equipo no enciende,la pc no enciende,Abierto,Media
